Fire Year,District,Unit,Fire Number,Fire Name,Legal,Fuel Model,County,Report Date,General Cause,ODF Acres,Total Acres
2020,72 - Coos,Coos FPA,33,Cape Arago Rd,T26S R14W S3 SESW,H,Coos,7/31/20 9:57,Recreationist,0.01,0.01
2020,72 - Coos,Bridge,48,Sitkum Lane MP 15,T28S R11W S15 SWSW,F,Coos,8/9/20 17:05,Equipment Use,0.02,0.02
2020,72 - Coos,Coos FPA,49,Noel Ridge,T21S R11W S4 SWNE,J,Douglas,8/9/20 17:41,Equipment Use,0.45,0.45
2020,72 - Coos,Coos FPA,51,MM16 Hwy 38,T22S R9W S7 SWSE,,Douglas,8/11/20 12:29,Equipment Use,13.75,
2020,72 - Coos,Coos FPA,52,Seven Devils Rd,T28S R14W S4 SENW,,Coos,8/12/20 14:44,Recreationist,0.02,
2020,72 - Coos,Coos FPA,54,Barklow Lane,T25S R13W S30 SESW,,Coos,8/12/20 16:25,Debris Burning,0.01,
2020,72 - Coos,Coos FPA,67,Hwy 42 MM3,T27S R13W S3 NESE,A,Coos,8/24/20 14:30,Equipment Use,0.01,0.01
2020,72 - Coos,Coos FPA,73,Raymond Lane,T24S R13W S2 NWNE,A,Coos,8/26/20 17:30,Smoking,0.01,0.01
2020,72 - Coos,Coos FPA,80,Wasson Creek,T27S R14W S14 SESE,H,Coos,8/30/20 17:34,Recreationist,0.35,0.35
2020,72 - Coos,Gold Beach,83,280 Road,T33S R15W S25 NWNE,,Curry,9/1/20 14:50,Miscellaneous,4,
2020,72 - Coos,Gold Beach,84,Wilson Creek,T39S R12W S17 NESW,F,Curry,9/2/20 9:00,Miscellaneous,0.4,0.4
2020,72 - Coos,Coos FPA,88,Ida Lane,T25S R13W S34 NENW,H,Coos,9/6/20 12:15,Debris Burning,0.01,0.01
2020,72 - Coos,Bridge,89,Old Highway 42,T28S R12W S30 SESE,L,Coos,9/7/20 13:55,Equipment Use,0.08,0.08
2020,72 - Coos,Coos FPA,95,North Bank Lane MM8,T28S R14W S24 NESE,,Coos,9/8/20 10:25,Equipment Use,318,
2020,72 - Coos,Coos FPA,96,Libby Lane,T26S R13W S5 NWSW,,Coos,9/8/20 13:00,Recreationist,0.2,
2020,72 - Coos,Coos FPA,100,Tugman Hill,T23S R12W S6 SWSW,,Coos,9/9/20 13:37,Equipment Use,0.25,
2020,72 - Coos,Coos FPA,102,Coalbank Slough,T25S R13W S35 SWNE,,Coos,9/14/20 14:43,Recreationist,0.03,
2020,72 - Coos,Coos FPA,105,MM7 Hwy 241,T25S R12W S23 SESW,,Coos,9/15/20 13:20,Equipment Use,0.01,
2020,72 - Coos,Bridge,111,Cribbins Hill,T29S R12W S28 SWSW,L,Coos,9/23/20 12:33,Equipment Use,0.03,0.03
2020,72 - Coos,Coos FPA,112,Stock Slough,T26S R12W S4 SWSE,,Coos,9/23/20 12:37,Equipment Use,0.01,
2020,72 - Coos,Bridge,119,Finley Loop,T28S R12W S18 SESW,F,Coos,9/28/20 15:37,Equipment Use,0.1,0.1
2020,72 - Coos,Coos FPA,132,Tioga Creek,T27S R9W S16 SWNE,J,Coos,3/6/20 11:26,Miscellaneous,3,3
2020,72 - Coos,Gold Beach,133,Timeus Ranch,T40S R13W S18 NWSW,K,Curry,3/12/20 17:10,Debris Burning,14.5,14.5
2020,72 - Coos,Coos FPA,136,Acme Road,T26S R13W S35 SWSW,J,Coos,4/13/20 15:40,Miscellaneous,0.25,0.25
2020,72 - Coos,Coos FPA,137,Otter Creek,T21S R11W S28 NWNW,L,Douglas,4/19/20 11:20,Debris Burning,0.65,0.65
2020,72 - Coos,Coos FPA,149,Lutsinger Creek,T22S R9W S23 NENW,H,Douglas,5/30/20 11:56,Lightning,0.01,0.01
2020,72 - Coos,Coos FPA,150,Tyee Access Rd,T23S R9W S25 NWSE,H,Douglas,5/31/20 14:56,Lightning,0.01,0.01
2020,73 - Douglas,North,19,Hayhurst Rd.,T22S R6W S25 NESE,F,Douglas,7/5/20 16:30,Equipment Use,0.01,0.01
2020,73 - Douglas,North,27,Cole's Valley,T25S R7W S35 NESE,J,Douglas,7/7/20 2:45,Arson,0.01,0.01
2020,73 - Douglas,Central,29,Moorea Dr,T27S R6W S2 NWSE,A,Douglas,7/8/20 20:15,Equipment Use,0.1,0.1
2020,73 - Douglas,North,31,Eagle Valley Rd,T22S R5W S28 SWNE,L,Douglas,7/12/20 11:49,Equipment Use,0.01,0.01
2020,73 - Douglas,South,36,Canyon Creek,T31S R5W S15 NWSW,I,Douglas,7/14/20 17:27,Equipment Use,0.01,0.01
2020,73 - Douglas,Central,39,MP 114 I-5,T29S R6W S1 SWNW,A,Douglas,7/14/20 19:03,Equipment Use,5.3,5.3
2020,73 - Douglas,South,43,Bilger Creek,T29S R5W S14 SESW,R,Douglas,7/15/20 20:00,Equipment Use,0.1,0.1
2020,73 - Douglas,South,54,Dad's Creek,T32S R7W S28 SWNW,H,Douglas,7/19/20 20:35,Recreationist,0.75,0.75
2020,73 - Douglas,South,57,Dead Horse,T30S R2W S23 NESW,H,Douglas,7/20/20 8:20,Recreationist,0.1,0.1
2020,73 - Douglas,South,58,Days Creek,T29S R3W S22 NWSE,K,Douglas,7/20/20 11:15,Under Invest,24.5,24.5
2020,73 - Douglas,South,63,Milepost 92,T31S R5W S26 NESE,H,Douglas,7/21/20 13:32,Equipment Use,4.5,4.5
2020,73 - Douglas,South,69,Milepost 92 South,T31S R5W S26 SWSE,F,Douglas,7/22/20 17:35,Miscellaneous,0.25,0.25
2020,73 - Douglas,North,71,Cofey Crossing,T23S R5W S15 SESW,A,Douglas,7/23/20 11:05,Equipment Use,0.25,0.25
2020,73 - Douglas,Central,74,Rice Creek,T29S R6W S9 NWSW,H,Douglas,7/23/20 15:30,Equipment Use,28.61,28.61
2020,73 - Douglas,North,85,Nonpareil,T25S R4W S9 SESW,C,Douglas,7/27/20 17:05,Equipment Use,0.1,0.1
2020,73 - Douglas,South,87,Springbrook,T29S R5W S15 SWNE,R,Douglas,7/26/20 18:30,Miscellaneous,0.1,0.1
2020,73 - Douglas,North,89,Hutchinson Wayside,T23S R7W S33 NWSE,F,Douglas,7/27/20 4:20,Equipment Use,0.1,0.1
2020,73 - Douglas,South,93,Jordan Creek,T30S R5W S32 SENE,L,Douglas,7/27/20 23:14,Juveniles,0.1,0.1
2020,73 - Douglas,Central,100,McComas,T25S R3W S34 NWSE,J,Douglas,7/28/20 22:30,Arson,1,1
2020,73 - Douglas,North,101,HWY 38,T22S R6W S16 NENW,H,Douglas,7/29/20 13:01,Equipment Use,2.36,2.36
2020,73 - Douglas,Central,110,Lone Rock Rd,T26S R3W S9 SWSE,C,Douglas,7/31/20 14:50,Miscellaneous,0.01,0.01
2020,73 - Douglas,North,113,Scotts Valley,T22S R4W S32 SENW,A,Douglas,8/2/20 14:30,Equipment Use,1.1,1.1
2020,73 - Douglas,North,118,Hinkle Creek,T25S R3W S5 NESW,H,Douglas,8/4/20 18:20,Smoking,0.22,0.22
2020,73 - Douglas,South,133,Cow Cr.,T31S R7W S9 SWNE,A,Douglas,8/7/20 14:05,Equipment Use,3,3
2020,73 - Douglas,North,143,Highway 138W,T24S R6W S34 NWSW,H,Douglas,8/8/20 10:30,Miscellaneous,0.1,0.1
2020,73 - Douglas,South,147,Sam Radford,T29S R1W S33 NWSE,H,Douglas,8/8/20 21:20,Equipment Use,0.2,0.2
2020,73 - Douglas,Central,148,Reston Rd.,T28S R8W S24 NESW,F,Douglas,8/9/20 13:14,Equipment Use,0.25,0.25
2020,73 - Douglas,South,152,Eakin Rd.,T32S R5W S23 SWNW,L,Douglas,8/9/20 18:31,Equipment Use,0.1,0.1
2020,73 - Douglas,South,155,Riddle By Pass,T30S R6W S23 NWSE,L,Douglas,8/10/20 12:30,Equipment Use,0.1,0.1
2020,73 - Douglas,North,157,Martin Creek,T23S R7W S21 NENW,H,Douglas,8/10/20 14:10,Miscellaneous,0.75,0.75
2020,73 - Douglas,North,166,Hubbard Cr.,,,Douglas,8/12/20 6:00,Equipment Use,0.1,
2020,73 - Douglas,Central,167,Clay Cr.,T26S R2W S8 SWSW,H,Douglas,8/12/20 11:59,Equipment Use,0.01,0.01
2020,73 - Douglas,North,173,Crouch Rd.,T25S R6W S22 NWSW,L,Douglas,8/14/20 11:10,Equipment Use,0.25,0.25
2020,73 - Douglas,Central,201,Kent Creek #2,,,Douglas,8/17/20 16:40,Under Invest,1,
2020,73 - Douglas,Central,205,Roberts Mtn Rd,T28S R6W S23 NWSW,X,Douglas,8/18/20 12:48,Arson,0.01,0.01
2020,73 - Douglas,Central,230,Hwy 42,T28S R6W S30 NESW,A,Douglas,8/24/20 17:17,Equipment Use,2,2
2020,73 - Douglas,North,233,Rock Creek Road,T21S R5W S34 NWNE,A,Douglas,8/25/20 14:20,Debris Burning,6.5,6.5
2020,73 - Douglas,North,236,MP 153,T23S R5W S1 SWSW,L,Douglas,8/25/20 18:05,Under Invest,0.1,0.1
2020,73 - Douglas,Central,239,Burnt Mountain,T28S R8W S16 NWNE,H,Douglas,8/26/20 12:15,Equipment Use,0.5,0.5
2020,73 - Douglas,South,241,Azalea Glen,T32S R6W S25 SWNE,A,Douglas,8/26/20 20:45,Equipment Use,0.01,0.01
2020,73 - Douglas,South,254,MP 25 Tiller Trail Hwy,T30S R2W S32 NWNW,L,Douglas,8/29/20 22:21,Equipment Use,0.01,0.01
2020,73 - Douglas,Central,272,Lookingglass,T28S R6W S18 NWNW,A,Douglas,9/3/20 13:13,Arson,0.25,0.25
2020,73 - Douglas,Central,275,Homestead,T29S R5W S6 NWSW,A,Douglas,9/4/20 14:00,Equipment Use,0.5,0.5
2020,73 - Douglas,North,276,Cabin Creek,,,Douglas,9/4/20 14:15,Under Invest,0.01,
2020,73 - Douglas,Central,277,Indian Nose,,,Douglas,9/4/20 19:46,Miscellaneous,0.01,
2020,73 - Douglas,Central,296,French Creek,,,Douglas,9/8/20 0:30,Under Invest,495,
2020,73 - Douglas,Central,300,Archie Creek/ Star Mtn,,,,9/8/20 9:09,Under Invest,107000,130000
2020,73 - Douglas,South,302,4000 Rueben Rd.,T32S R7W S36 SWSE,L,Douglas,3/21/20 15:02,Debris Burning,0.25,0.25
2020,73 - Douglas,Central,302,Benedict Rd,,,Douglas,9/8/20 15:08,Under Invest,0.01,
2020,73 - Douglas,North,303,Elkhead Rd. #2,T23S R4W S32 NESE,J,Douglas,4/16/20 15:10,Debris Burning,16.52,16.52
2020,73 - Douglas,North,304,Hayhurst,T23S R5W S7 SWNE,J,Douglas,4/16/20 16:30,Debris Burning,59.37,59.37
2020,73 - Douglas,South,305,Island Creek,T30S R7W S36 SWSW,J,Douglas,4/18/20 20:25,Recreationist,0.1,0.1
2020,73 - Douglas,South,306,Canyon Pass,T31S R5W S35 SWSW,J,Douglas,4/28/20 10:40,Recreationist,0.25,0.25
2020,73 - Douglas,Central,306,Summit Drive,,,Douglas,9/9/20 5:35,Under Invest,3.5,
2020,73 - Douglas,North,307,Miner Cr.,T24S R8W S26 SWNW,J,Douglas,4/30/20 18:00,Recreationist,0.01,0.01
2020,73 - Douglas,South,309,Boomer Hill,T29S R6W S34 NESW,H,Douglas,5/3/20 8:00,Recreationist,0.01,0.01
2020,73 - Douglas,Central,309,10000 Coos Bay Wagon Rd,,,Douglas,9/10/20 9:15,Under Invest,0.01,
2020,73 - Douglas,South,310,Tiller Trail Hwy MP 20,T30S R3W S34 NENE,F,Douglas,5/5/20 15:03,Equipment Use,0.01,0.01
2020,73 - Douglas,North,311,Putnam Valley,,,,9/12/20 16:04,Under Invest,0.01,
2020,73 - Douglas,South,311,Windy Cr. #2,T32S R6W S23 SWNE,K,Douglas,5/7/20 12:05,Debris Burning,0.1,0.1
2020,73 - Douglas,South,313,MP 103,T30S R5W S18 SENE,A,Douglas,5/8/20 13:55,Equipment Use,1.75,1.75
2020,73 - Douglas,Central,315,Kent Creek,T29S R7W S14 SWNE,H,Douglas,5/15/20 16:50,Recreationist,0.1,0.1
2020,73 - Douglas,Central,316,Bear Ridge,T26S R7W S20 NESE,J,Douglas,5/17/20 15:00,Recreationist,0.1,0.1
2020,73 - Douglas,South,319,Canyonville Riddle Rd #2,T30S R5W S33 NENW,F,Douglas,5/25/20 12:30,Debris Burning,0.01,0.01
2020,73 - Douglas,South,320,Pack Saddle,T29S R4W S17 NWSE,H,Douglas,5/29/20 9:50,Miscellaneous,0.01,0.01
2020,73 - Douglas,Central,326,Happy Valley Rd.,T28S R6W S5 SESE,L,Douglas,6/3/20 14:20,Debris Burning,0.25,0.25
2020,73 - Douglas,South,327,O'Shea Creek,T31S R5W S12 NENW,H,Douglas,6/10/20 14:55,Equipment Use,0.1,0.1
2020,73 - Douglas,South,330,Saddle Fire,T29S R4W S17 SENW,I,Douglas,6/11/20 23:57,Lightning,0.25,0.25
2020,73 - Douglas,Central,338,I-5 MP 118,T28S R6W S13 NWSW,A,Douglas,6/17/20 16:15,Miscellaneous,0.25,0.25
2020,73 - Douglas,Central,346,Upper Olalla,T29S R7W S32 SWNE,F,Douglas,6/20/20 12:13,Miscellaneous,0.1,0.1
2020,73 - Douglas,North,348,Rainy Peak,T23S R8E S16,,Douglas,9/18/20 7:45,Lightning,0.01,
2020,73 - Douglas,North,350,Big K,T23S R7W S10 NESE,A,Douglas,6/22/20 15:48,Equipment Use,11,11
2020,73 - Douglas,Central,351,Weigle Rd,T29S R6W S11 NWNE,F,Douglas,6/23/20 16:34,Recreationist,0.75,0.75
2020,73 - Douglas,South,367,Dole Rd.,,,Douglas,9/20/20 20:00,Under Invest,0.01,
2020,73 - Douglas,North,374,Rice Valley Rd,,,Douglas,9/23/20 16:16,Equipment Use,3,
2020,73 - Douglas,Central,385,Braunda Dr,,,Douglas,9/27/20 10:38,Equipment Use,0.01,
2020,77 - East Lane,Sweet Home,1,Claw Fire,T13S R1E S22 SWSE,F,Linn,7/1/20 21:00,Recreationist,0.01,0.01
2020,77 - East Lane,Sweet Home,2,Fern Ridge 880,T13S R1W S35 NESE,L,Linn,7/4/20 12:21,Equipment Use,0.01,0.01
2020,77 - East Lane,Sweet Home,3,Ridgeway 124,T13S R1E S30 NWNW,F,Linn,7/4/20 21:50,Recreationist,0.01,0.01
2020,77 - East Lane,Sweet Home,7,Rowell Hill 773,T14S R1W S2 SESE,L,Linn,7/14/20 11:37,Debris Burning,0,0.01
2020,77 - East Lane,Sweet Home,8,Foster Trail Fires,T13S R1E S25 NWNE,H,Linn,7/14/20 13:00,Recreationist,0.01,0.01
2020,77 - East Lane,Sweet Home,10,Indian RV,T13S R3E S33 NENE,X,Linn,7/18/20 15:55,Equipment Use,0.01,0.01
2020,77 - East Lane,Sweet Home,14,Crawfordsville Incident,T14S R1W S8 NESW,L,Linn,7/20/20 15:10,Equipment Use,0.1,0.1
2020,77 - East Lane,Sweet Home,15,Santiam Terrace/Fairview,T13S R1W S10 NENW,A,Linn,7/21/20 15:40,Equipment Use,0.01,0.01
2020,77 - East Lane,Sweet Home,16,MP 12 Hwy 228,T14S R2W S10 NWNE,A,Linn,7/28/20 15:27,Equipment Use,0,0.01
2020,77 - East Lane,East Lane,18,Clearwater,T18S R2W S8 NENW,R,Lane,7/21/20 19:46,Recreationist,0.01,0.01
2020,77 - East Lane,East Lane,19,Row River Trailer STAT,T21S R1W S35 NWSE,X,Lane,7/22/20 5:45,Miscellaneous,0.01,0.01
2020,77 - East Lane,East Lane,21,Cedar Flat Rd,T18S R1W S6 NWSE,X,Lane,7/24/20 6:09,Miscellaneous,0.1,0.1
2020,77 - East Lane,Sweet Home,22,665 Bellinger Scale Fire,T12S R1W S10 NWSE,L,Linn,8/3/20 15:15,Equipment Use,0.02,0.02
2020,77 - East Lane,Sweet Home,24,Turbyne Fire,T14S R1E S4 NWNW,H,Linn,8/5/20 17:00,Recreationist,0.01,0.01
2020,77 - East Lane,Sweet Home,27,Timber Rd Fire,T15S R2W S11 SENW,H,Linn,8/11/20 12:06,Recreationist,1.04,1.04
2020,77 - East Lane,Sweet Home,28,Crawfordsville Rd 510,T15S R2W S11 SENW,X,Linn,8/12/20 21:48,Debris Burning,0,0
2020,77 - East Lane,Sweet Home,30,Bee Fire,T13S R1E S29 NWNW,F,Linn,8/13/20 7:26,Debris Burning,0,0.01
2020,77 - East Lane,East Lane,34,Bohemia 400,T22S R1W S6 NWNW,J,Lane,8/4/20 12:30,Equipment Use,0.01,0.01
2020,77 - East Lane,Sweet Home,39,Train Track Fire,T13S R1W S25 SWNW,L,Linn,8/23/20 11:05,Railroad,0.23,0.23
2020,77 - East Lane,Sweet Home,41,Santiam Hwy 966,T12S R1W S29 SESW,L,Linn,8/25/20 15:20,Juveniles,0.1,0.1
2020,77 - East Lane,East Lane,43,Jasper Railroad,T18S R2W S23 SESE,A,Lane,8/10/20 13:40,Miscellaneous,0.25,0.25
2020,77 - East Lane,Sweet Home,46,Green Peter Peninsula,T12S R3E S29 SWSW,G,Linn,8/29/20 17:35,Recreationist,18.1,18.1
2020,77 - East Lane,East Lane,47,Finn Creek,T16S R2E S29 SWNE,X,Lane,8/11/20 21:39,Miscellaneous,0.5,0.5
2020,77 - East Lane,Sweet Home,63,Snow Peak Powerline Fire,T11S R1E S21 NWSE,X,Linn,9/7/20 21:54,Equipment Use,0,0
2020,77 - East Lane,East Lane,64,Sears rd fire,T19S R3W S35 NENE,R,Lane,8/24/20 12:58,Recreationist,0.35,0.35
2020,77 - East Lane,East Lane,66,Clearwater Ramp,T18S R2W S8 NWNE,F,Lane,8/25/20 16:30,Smoking,0.1,0.1
2020,77 - East Lane,Sweet Home,66,Calapooia Power Line 1,T14S R1W S24 SWSE,H,Linn,9/8/20 3:43,Equipment Use,0.5,0.5
2020,77 - East Lane,East Lane,67,Spaulding Rock,T16S R3E S31 NESW,F,Lane,8/28/20 20:14,Recreationist,0.1,0.1
2020,77 - East Lane,Sweet Home,67,Hwy 20 MP 30,T13S R2E S30 SENE,H,Linn,9/8/20 4:41,Equipment Use,1.95,1.95
2020,77 - East Lane,East Lane,68,Taylor Structure Fire,T16S R5E S14 SENE,X,Lane,8/28/20 23:17,Miscellaneous,0.5,0.5
2020,77 - East Lane,Sweet Home,70,North River Road 123,T13S R1E S23 SWSW,X,Linn,2/26/20 13:48,Debris Burning,0.01,0.01
2020,77 - East Lane,Sweet Home,71,North River Mother,T13S R1E S2 NWNW,K,Linn,5/9/20 12:26,Debris Burning,0.1,0.1
2020,77 - East Lane,Sweet Home,73,Snow Peak D-2,T11S R2E S15 SWSW,X,Linn,5/28/20 10:26,Equipment Use,0.01,0.01
2020,77 - East Lane,Sweet Home,74,W Brush Creek,T14S R1W S31 SESE,H,Linn,9/11/20 7:34,Arson,13.6,13.6
2020,77 - East Lane,Sweet Home,75,High Deck,T13S R2E S25 SWSW,H,Linn,9/11/20 13:54,Under Invest,0.25,0.25
2020,77 - East Lane,East Lane,78,58 MP 9 STAT,T19S R1W S7 NENE,X,Lane,9/2/20 7:38,Equipment Use,0.01,0.01
2020,77 - East Lane,East Lane,79,Row River Mower,T21S R2W S13 SWSW,L,Lane,9/2/20 19:07,Equipment Use,0.1,0.1
2020,77 - East Lane,East Lane,80,Clause Rd STAT,T19S R1E S33 NWNW,H,Lane,9/4/20 15:00,Recreationist,0.15,0.15
2020,77 - East Lane,Sweet Home,80,Johnson Creek,T14S R1W S9 NWNW,F,Linn,9/14/20 4:00,Arson,0.1,0.1
2020,77 - East Lane,Sweet Home,81,Whiskey Butte #1,T13S R1E S36 NESW,F,Linn,9/14/20 4:40,Arson,0.1,0.1
2020,77 - East Lane,Sweet Home,82,Whiskey Butte #2,T14S R1E S1 NWNE,H,Linn,9/14/20 4:35,Arson,0.01,0.01
2020,77 - East Lane,Sweet Home,83,Whiskey Butte #3,T14S R2E S8 SWNE,F,Linn,9/14/20 4:56,Arson,0.1,0.1
2020,77 - East Lane,Sweet Home,84,Scott Mtn 1414,T14S R1W S4 SWSW,L,Linn,9/14/20 4:41,Arson,0.01,0.01
2020,77 - East Lane,Sweet Home,85,Scott Mtn 13133,T13S R1W S33 NWSW,L,Linn,9/14/20 4:45,Arson,0.01,0.01
2020,77 - East Lane,Sweet Home,86,Scott Mtn 5-way,T13S R1W S33 SESE,L,Linn,9/14/20 5:10,Arson,0.01,0.01
2020,77 - East Lane,Sweet Home,87,Whiskey Butte #4,T14S R2E S11 NWSW,F,Linn,9/14/20 5:30,Arson,0.07,0.07
2020,77 - East Lane,East Lane,88,Holiday Farm,T16S R4E S28 NWSE,,Lane,9/7/20 21:00,Under Invest,142281,173094
2020,77 - East Lane,Sweet Home,88,Fern Ridge Fence Post,T13S R1W S34 SESW,H,Linn,9/15/20 4:52,Arson,0.01,0.01
2020,77 - East Lane,East Lane,90,Little Fall Creek STAT,T18S R1W S25 NENE,R,Lane,9/9/20 22:11,Under Invest,0.44,0.44
2020,77 - East Lane,Sweet Home,90,Scott Mountain #5,T14S R1W S4 SWNW,H,Linn,9/15/20 17:51,Arson,0,0
2020,77 - East Lane,Sweet Home,91,High Deck 300 Gate #1,T13S R2E S25 SESW,F,Linn,9/16/20 11:35,Arson,0.01,0.01
2020,77 - East Lane,Sweet Home,92,High Deck 300 Gate #2,T13S R2E S25 SESW,F,Linn,9/16/20 13:20,Arson,0.01,0.01
2020,77 - East Lane,Sweet Home,99,Triple T,T13S R3E S27 SWSW,X,Linn,9/27/20 10:49,Equipment Use,0,0
2020,77 - East Lane,East Lane,100,Little Fall Cr Lightning,T18S R1E S11 SESE,,Lane,9/18/20 16:03,Lightning,0.1,
2020,77 - East Lane,East Lane,102,Drury Butte,T16S R1W S30 SENE,J,Lane,9/19/20 13:32,Lightning,0.1,0.1
2020,77 - East Lane,East Lane,104,Dexter Lightning,T19S R1W S17 NESW,,Lane,9/21/20 10:21,Lightning,0.1,
2020,77 - East Lane,East Lane,118,94464 Marcola,T15S R1W S28 SWNE,L,Lane,3/21/20 14:06,Debris Burning,0.1,0.1
2020,77 - East Lane,East Lane,119,39775 Jasper Rd,T19S R1W S3 NENE,F,Lane,3/22/20 15:15,Debris Burning,1,1
2020,77 - East Lane,East Lane,123,Shoestring Rd,T22S R3W S30 SWNE,F,Lane,4/12/20 13:27,Debris Burning,0.1,0.1
2020,77 - East Lane,East Lane,127,Stell Creek,T22S R S33 NENE,G,Lane,5/30/20 20:50,Lightning,0.1,0.1
2020,78 - West Lane,West Lane,1,Smith River Slash,T20S R7W S35 SENW,I,Douglas,7/3/20 13:03,Debris Burning,0.01,0.01
2020,78 - West Lane,West Lane,3,Pepsi Fire,T18S R3W S10 SENE,L,Lane,7/12/20 13:20,Equipment Use,0.01,0.01
2020,78 - West Lane,West Lane,4,King Estate,T20S R5W S02 SENE,L,Lane,7/15/20 11:35,Equipment Use,0.02,0.02
2020,78 - West Lane,West Lane,5,Kamapheema,T18S R3W S18 SWNW,L,Lane,7/16/20 11:00,Miscellaneous,0.01,0.01
2020,78 - West Lane,West Lane,6,HWY 36 MP 20,T17S R8W S3 NWSW,A,Lane,7/17/20 13:00,Equipment Use,0.1,0.1
2020,78 - West Lane,West Lane,8,Ferguson,T15S R5W S29 NWNW,L,Lane,7/23/20 12:00,Equipment Use,0.01,0.01
2020,78 - West Lane,West Lane,9,Hwy 101,T18S R12W S26 NWSW,X,Lane,7/23/20 17:12,Smoking,0.01,0.01
2020,78 - West Lane,West Lane,10,Turnbow,T15S R5W S31 NWNW,L,Lane,7/29/20 12:30,Equipment Use,0.01,0.01
2020,78 - West Lane,West Lane,11,Hawley Creek,T20S R4W S5 SWSW,L,Lane,7/29/20 13:23,Equipment Use,0.05,0.05
2020,78 - West Lane,West Lane,12,24th & Munsel,T18S R12W S23 NWSE,U,Lane,7/29/20 16:03,Recreationist,0.1,0.1
2020,78 - West Lane,West Lane,14,Siuslaw Access,T20S R6W S12 NENE,H,Lane,7/31/20 12:38,Equipment Use,0.71,0.71
2020,78 - West Lane,West Lane,15,Briggs Hill Winery,T18S R5W S34 SENE,A,Lane,8/1/20 12:53,Equipment Use,0.1,0.1
2020,78 - West Lane,West Lane,17,Hawks View Brush,T18S R6W S1 NWNE,F,Lane,8/4/20 13:53,Juveniles,0.1,0.1
2020,78 - West Lane,West Lane,18,Spruce Camp,T18S R12W S26 NESW,A,Lane,8/4/20 16:17,Recreationist,0.01,0.01
2020,78 - West Lane,West Lane,19,Majors Creek,T15S R7W S31 SWSE,,Lane,8/7/20 9:00,Under Invest,4,
2020,78 - West Lane,West Lane,21,Grassy Drift,T18S R12W S9 SWNW,L,Lane,8/8/20 17:36,Recreationist,0.01,0.01
2020,78 - West Lane,West Lane,22,Sweet Creek Road,T18S R10W S21 NESE,H,Lane,8/9/20 21:25,Equipment Use,0.1,0.1
2020,78 - West Lane,West Lane,23,TenMile,T15S R11W S31 NWNE,,Lane,8/13/20 17:15,Equipment Use,0,
2020,78 - West Lane,West Lane,24,Mapleton Bridge,T18S R10W S2 NWSE,F,Lane,8/14/20 18:31,Equipment Use,0.01,0.01
2020,78 - West Lane,West Lane,26,North Jetty Trooper,T18S R12W S9 NWSE,L,Lane,8/17/20 17:30,Equipment Use,0.01,0.01
2020,78 - West Lane,West Lane,29,126 Spots,T17S R6W S36 NENE,A,Lane,8/25/20 17:27,Equipment Use,0.25,0.25
2020,78 - West Lane,West Lane,30,Kirk Road,T17S R5W S4 SENW,H,Lane,8/28/20 14:45,Arson,2.25,2.25
2020,78 - West Lane,West Lane,31,Demming Road,T17S R6W S13 NWNE,L,Lane,8/28/20 15:07,Miscellaneous,11.65,11.65
2020,78 - West Lane,West Lane,32,Red Oak Ln,T17S R6W S33 NWNW,L,Lane,8/28/20 15:44,Equipment Use,0.78,0.78
2020,78 - West Lane,West Lane,33,Penn Road,T18S R6W S6 SENW,F,Lane,8/28/20 16:49,Arson,0.02,0.02
2020,78 - West Lane,West Lane,34,Old Lorane Hwy,T20S R5W S13 SENW,F,Lane,8/29/20 11:30,Equipment Use,0.01,0.01
2020,78 - West Lane,West Lane,35,Sweet Creek Moss,T18S R10W S14 NENW,F,Lane,8/29/20 12:42,Miscellaneous,0.01,0.01
2020,78 - West Lane,West Lane,37,Sweet Creek MP 2,T18S R10W S11 SENE,,Lane,8/30/20 14:27,Under Invest,307,307
2020,78 - West Lane,West Lane,39,Wolf Creek,T18S R5W S30 SWSW,A,Lane,8/31/20 22:40,Equipment Use,0.01,0.01
2020,78 - West Lane,West Lane,41,Camas Swale,T19S R4W S11 SWSE,L,Lane,9/5/20 12:16,Equipment Use,0.25,0.25
2020,78 - West Lane,West Lane,42,Elm Street,T20S R3W S20 SESW,F,Lane,9/6/20 6:34,Arson,0.12,0.12
2020,78 - West Lane,West Lane,45,HWY 36 MP 7,T17S R9W S30 NWSE,H,Lane,9/8/20 1:14,Equipment Use,1.1,1.1
2020,78 - West Lane,West Lane,46,Mercer Tree,T17S R12W S36 NWSE,R,Lane,9/8/20 10:03,Equipment Use,0.2,0.2
2020,78 - West Lane,West Lane,47,Kirk Rd #2,T17S R5W S4 SENW,H,Lane,9/8/20 16:34,Equipment Use,1.29,1.29
2020,78 - West Lane,West Lane,51,Fox Hollow,T19S R4W S5 SWNW,C,Lane,9/10/20 12:34,Under Invest,0.24,0.24
2020,78 - West Lane,West Lane,54,Yellow Lightning,T20S R7W S17 NWSW,H,Lane,9/18/20 10:32,Lightning,0.01,0.01
2020,78 - West Lane,West Lane,55,Holland Lightning,T19S R6W S32 NWSW,H,Lane,9/18/20 12:10,Lightning,0.01,0.01
2020,78 - West Lane,West Lane,59,Panther Creek,T20S R6W S19 SWSE,H,Lane,9/20/20 18:45,Lightning,0.15,0.15
2020,78 - West Lane,West Lane,60,Territorial Native,T20S R5W S13 NESW,L,Lane,4/16/20 12:50,Equipment Use,0.01,0.01
